39.03815,-77.63416,"Loudoun County, NOVA"
39.03815,-77.56203779593064,"Loudoun County, NOVA"
39.03815,-77.48991559186128,"Loudoun County, NOVA"
39.03815,-77.41779338779192,"Loudoun County, NOVA"
39.03815,-77.34567118372256,"Loudoun County, NOVA"
38.98900995085995,-77.63416,"Loudoun County, NOVA"
38.98900995085995,-77.56194689624745,"Loudoun County, NOVA"
38.98900995085995,-77.4897337924949,"Loudoun County, NOVA"
38.98900995085995,-77.41752068874236,"Loudoun County, NOVA"
38.9398699017199,-77.63416,"Loudoun County, NOVA"
38.9398699017199,-77.56185576714311,"Loudoun County, NOVA"
38.9398699017199,-77.48955153428624,"Loudoun County, NOVA"
38.89072985257985,-77.56176440774799,"Loudoun County, NOVA"
38.497609459459454,-77.63416,"Faquire, NOVA"
38.546749508599504,-77.63416,"Faquire, NOVA"
38.546749508599504,-77.56111836985782,"Faquire, NOVA"
38.595889557739554,-77.63416,"Faquire, NOVA"
38.595889557739554,-77.56121136601196,"Faquire, NOVA"
38.6450296068796,-77.63416,"Faquire, NOVA"
38.69416965601965,-77.63416,"Faquire, NOVA"
38.89072985257985,-77.63416,"Prince William, NOVA"
38.8415898034398,-77.63416,"Prince William, NOVA"
38.8415898034398,-77.561672817188,"Prince William, NOVA"
38.79244975429975,-77.63416,"Prince William, NOVA"
38.79244975429975,-77.56158099458469,"Prince William, NOVA"
38.79244975429975,-77.48900198916938,"Prince William, NOVA"
38.7433097051597,-77.63416,"Prince William, NOVA"
38.7433097051597,-77.56148893905511,"Prince William, NOVA"
38.7433097051597,-77.41614681716534,"Prince William, NOVA"
38.69416965601965,-77.56139664971184,"Prince William, NOVA"
38.69416965601965,-77.48863329942368,"Prince William, NOVA"
38.69416965601965,-77.41586994913553,"Prince William, NOVA"
38.69416965601965,-77.34310659884737,"Prince William, NOVA"
38.6450296068796,-77.56130412566294,"Prince William, NOVA"
38.6450296068796,-77.48844825132589,"Prince William, NOVA"
38.6450296068796,-77.41559237698884,"Prince William, NOVA"
38.6450296068796,-77.34273650265179,"Prince William, NOVA"
38.6450296068796,-77.26988062831474,"Prince William, NOVA"
38.595889557739554,-77.48826273202393,"Prince William, NOVA"
38.595889557739554,-77.41531409803589,"Prince William, NOVA"
38.595889557739554,-77.34236546404786,"Prince William, NOVA"
38.595889557739554,-77.26941683005982,"Prince William, NOVA"
38.546749508599504,-77.34199347943131,"Prince William, NOVA"
38.546749508599504,-77.26895184928914,"Prince William, NOVA"
