Latitude,Longitude,Zone
39.03815,-77.63416,NOVA
39.03815,-77.56203779593064,NOVA
39.03815,-77.48991559186128,NOVA
39.03815,-77.41779338779192,NOVA
39.03815,-77.34567118372256,NOVA
39.03815,-77.2735489796532,NOVA
39.03815,-77.20142677558384,NOVA
39.03815,-77.12930457151448,NOVA
39.03815,-77.05718236744512,NOVA
39.03815,-76.98506016337576,NOVA
39.03815,-76.9129379593064,NOVA
39.03815,-76.84081575523705,NOVA
38.98900995085995,-77.63416,NOVA
38.98900995085995,-77.56194689624745,NOVA
38.98900995085995,-77.4897337924949,NOVA
38.98900995085995,-77.41752068874236,NOVA
38.98900995085995,-77.34530758498981,NOVA
38.98900995085995,-77.27309448123727,NOVA
38.98900995085995,-77.20088137748472,NOVA
38.98900995085995,-77.12866827373217,NOVA
38.98900995085995,-77.05645516997963,NOVA
38.98900995085995,-76.98424206622708,NOVA
38.98900995085995,-76.91202896247454,NOVA
38.98900995085995,-76.83981585872199,NOVA
38.9398699017199,-77.63416,NOVA
38.9398699017199,-77.56185576714311,NOVA
38.9398699017199,-77.48955153428624,NOVA
38.9398699017199,-77.41724730142936,NOVA
38.9398699017199,-77.34494306857248,NOVA
38.9398699017199,-77.2726388357156,NOVA
38.9398699017199,-77.20033460285872,NOVA
38.9398699017199,-77.12803037000184,NOVA
38.9398699017199,-77.05572613714496,NOVA
38.9398699017199,-76.98342190428808,NOVA
38.9398699017199,-76.9111176714312,NOVA
38.9398699017199,-76.83881343857432,NOVA
38.89072985257985,-77.63416,NOVA
38.89072985257985,-77.56176440774799,NOVA
38.89072985257985,-77.48936881549598,NOVA
38.89072985257985,-77.41697322324397,NOVA
38.89072985257985,-77.34457763099196,NOVA
38.89072985257985,-77.27218203873996,NOVA
38.89072985257985,-77.19978644648795,NOVA
38.89072985257985,-77.12739085423594,NOVA
38.89072985257985,-77.05499526198393,NOVA
38.89072985257985,-76.98259966973193,NOVA
38.89072985257985,-76.91020407747992,NOVA
38.89072985257985,-76.83780848522791,NOVA
38.8415898034398,-77.63416,NOVA
38.8415898034398,-77.561672817188,NOVA
38.8415898034398,-77.489185634376,NOVA
38.8415898034398,-77.416698451564,NOVA
38.8415898034398,-77.344211268752,NOVA
38.8415898034398,-77.27172408594001,NOVA
38.8415898034398,-77.19923690312801,NOVA
38.8415898034398,-77.12674972031601,NOVA
38.8415898034398,-77.05426253750402,NOVA
38.8415898034398,-76.98177535469202,NOVA
38.8415898034398,-76.90928817188002,NOVA
38.8415898034398,-76.83680098906802,NOVA
38.79244975429975,-77.63416,NOVA
38.79244975429975,-77.56158099458469,NOVA
38.79244975429975,-77.48900198916938,NOVA
38.79244975429975,-77.41642298375407,NOVA
38.79244975429975,-77.34384397833877,NOVA
38.79244975429975,-77.27126497292346,NOVA
38.79244975429975,-77.19868596750815,NOVA
38.79244975429975,-77.12610696209285,NOVA
38.79244975429975,-77.05352795667754,NOVA
38.79244975429975,-76.98094895126223,NOVA
38.79244975429975,-76.90836994584693,NOVA
38.79244975429975,-76.83579094043162,NOVA
38.7433097051597,-77.63416,NOVA
38.7433097051597,-77.56148893905511,NOVA
38.7433097051597,-77.48881787811023,NOVA
38.7433097051597,-77.41614681716534,NOVA
38.7433097051597,-77.34347575622046,NOVA
38.7433097051597,-77.27080469527557,NOVA
38.7433097051597,-77.19813363433069,NOVA
38.7433097051597,-77.1254625733858,NOVA
38.7433097051597,-77.05279151244092,NOVA
38.7433097051597,-76.98012045149603,NOVA
38.7433097051597,-76.90744939055115,NOVA
38.7433097051597,-76.83477832960627,NOVA
38.69416965601965,-77.63416,NOVA
38.69416965601965,-77.56139664971184,NOVA
38.69416965601965,-77.48863329942368,NOVA
38.69416965601965,-77.41586994913553,NOVA
38.69416965601965,-77.34310659884737,NOVA
38.69416965601965,-77.27034324855921,NOVA
38.69416965601965,-77.19757989827106,NOVA
38.69416965601965,-77.1248165479829,NOVA
38.69416965601965,-77.05205319769475,NOVA
38.69416965601965,-76.97928984740659,NOVA
38.69416965601965,-76.90652649711843,NOVA
38.69416965601965,-76.83376314683028,NOVA
38.6450296068796,-77.63416,NOVA
38.6450296068796,-77.56130412566294,NOVA
38.6450296068796,-77.48844825132589,NOVA
38.6450296068796,-77.41559237698884,NOVA
38.6450296068796,-77.34273650265179,NOVA
38.6450296068796,-77.26988062831474,NOVA
38.6450296068796,-77.19702475397769,NOVA
38.6450296068796,-77.12416887964064,NOVA
38.6450296068796,-77.05131300530358,NOVA
38.6450296068796,-76.97845713096653,NOVA
38.6450296068796,-76.90560125662948,NOVA
38.6450296068796,-76.83274538229243,NOVA
38.595889557739554,-77.63416,NOVA
38.595889557739554,-77.56121136601196,NOVA
38.595889557739554,-77.48826273202393,NOVA
38.595889557739554,-77.41531409803589,NOVA
38.595889557739554,-77.34236546404786,NOVA
38.595889557739554,-77.26941683005982,NOVA
38.595889557739554,-77.19646819607179,NOVA
38.595889557739554,-77.12351956208376,NOVA
38.595889557739554,-77.05057092809572,NOVA
38.595889557739554,-76.97762229410769,NOVA
38.595889557739554,-76.90467366011966,NOVA
38.595889557739554,-76.83172502613162,NOVA
38.546749508599504,-77.63416,NOVA
38.546749508599504,-77.56111836985782,NOVA
38.546749508599504,-77.48807673971565,NOVA
38.546749508599504,-77.41503510957348,NOVA
38.546749508599504,-77.34199347943131,NOVA
38.546749508599504,-77.26895184928914,NOVA
38.546749508599504,-77.19591021914697,NOVA
38.546749508599504,-77.1228685890048,NOVA
38.546749508599504,-77.04982695886262,NOVA
38.546749508599504,-76.97678532872045,NOVA
38.546749508599504,-76.90374369857828,NOVA
38.546749508599504,-76.83070206843611,NOVA
38.497609459459454,-77.63416,NOVA
38.497609459459454,-77.56102513629487,NOVA
38.497609459459454,-77.48789027258975,NOVA
38.497609459459454,-77.41475540888463,NOVA
38.497609459459454,-77.34162054517951,NOVA
38.497609459459454,-77.26848568147439,NOVA
38.497609459459454,-77.19535081776927,NOVA
38.497609459459454,-77.12221595406415,NOVA
38.497609459459454,-77.04908109035902,NOVA
38.497609459459454,-76.9759462266539,NOVA
38.497609459459454,-76.90281136294878,NOVA
38.497609459459454,-76.82967649924366,NOVA
